Date,Adj Close
2007-04-10,44.646873474121094
2007-04-11,44.5281982421875
2007-04-12,44.52223205566406
2007-04-13,44.451053619384766
2007-04-16,44.49260711669922
2007-04-17,44.605316162109375
2007-04-18,44.68841552734375
2007-04-19,44.67058181762695
2007-04-20,44.65874481201172
2007-04-23,44.71805191040039
2007-04-24,44.789283752441406
2007-04-25,44.753665924072266
2007-04-26,44.65874481201172
2007-04-27,44.646873474121094
2007-04-30,44.795223236083984
2007-05-01,44.769657135009766
2007-05-02,44.775577545166016
2007-05-03,44.74586868286133
2007-05-04,44.781532287597656
2007-05-07,44.8112678527832
2007-05-08,44.81720733642578
2007-05-09,44.763710021972656
2007-05-10,44.805294036865234
2007-05-11,44.74586868286133
2007-05-14,44.7161750793457
2007-05-15,44.698299407958984
2007-05-16,44.7161750793457
2007-05-17,44.650760650634766
2007-05-18,44.54376983642578
2007-05-21,44.603240966796875
2007-05-22,44.53187942504883
2007-05-23,44.49620056152344
2007-05-24,44.49030685424805
2007-05-25,44.49620056152344
2007-05-29,44.4367790222168
2007-05-30,44.478370666503906
2007-05-31,44.44272232055664
2007-06-01,44.34012985229492
2007-06-04,44.387855529785156
2007-06-05,44.3162841796875
2007-06-06,44.35804748535156
2007-06-07,44.0478515625
2007-06-08,44.04191207885742
2007-06-11,43.99420166015625
2007-06-12,43.779483795166016
2007-06-13,43.880859375
2007-06-14,43.82122802734375
2007-06-15,44.04191207885742
2007-06-18,43.99420166015625
2007-06-19,44.202980041503906
2007-06-20,43.98825454711914
2007-06-21,44.01209259033203
2007-06-22,44.07771682739258
2007-06-25,44.19700622558594
2007-06-26,44.179107666015625
2007-06-27,44.214881896972656
2007-06-28,44.15524673461914
2007-06-29,44.30435562133789
2007-07-02,44.41383361816406
2007-07-03,44.32410430908203
2007-07-05,44.14458084106445
2007-07-06,44.05488967895508
2007-07-09,44.10272216796875
2007-07-10,44.330055236816406
2007-07-11,44.22239303588867
2007-07-12,44.16255187988281
2007-07-13,44.23434829711914
2007-07-16,44.35401153564453
2007-07-17,44.30017852783203
2007-07-18,44.37197494506836
2007-07-19,44.35401153564453
2007-07-20,44.47966003417969
2007-07-23,44.46768569946289
2007-07-24,44.48563766479492
2007-07-25,44.52753448486328
2007-07-26,44.701045989990234
2007-07-27,44.665138244628906
2007-07-30,44.623260498046875
2007-07-31,44.71303176879883
2007-08-01,44.691375732421875
2007-08-02,44.769493103027344
2007-08-03,44.9196662902832
2007-08-06,44.79351043701172
2007-08-07,44.81756591796875
2007-08-08,44.67335510253906
2007-08-09,44.775489807128906
2007-08-10,44.691375732421875
2007-08-13,44.73342514038086
2007-08-14,44.841575622558594
2007-08-15,44.847591400146484
2007-08-16,44.841575622558594
2007-08-17,44.97975158691406
2007-08-20,44.88364028930664
2007-08-21,45.03984069824219
2007-08-22,45.03984069824219
2007-08-23,45.03984069824219
2007-08-24,45.08188247680664
2007-08-27,45.24407196044922
2007-08-28,45.37023162841797
2007-08-29,45.26813507080078
2007-08-30,45.346214294433594
2007-08-31,45.37625503540039
2007-09-04,45.3485107421875
2007-09-05,45.52342987060547
2007-09-06,45.43898391723633
2007-09-07,45.722415924072266
2007-09-10,45.85512161254883
2007-09-11,45.74659729003906
2007-09-12,45.67424774169922
2007-09-13,45.559608459472656
2007-09-14,45.56563949584961
2007-09-17,45.601802825927734
2007-09-18,45.728450775146484
2007-09-19,45.656124114990234
2007-09-20,45.33043670654297
2007-09-21,45.52342987060547
2007-09-24,45.4932746887207
2007-09-25,45.52342987060547
2007-09-26,45.5355224609375
2007-09-27,45.631988525390625
2007-09-28,45.650062561035156
2007-10-01,45.62162399291992
2007-10-02,45.785091400146484
2007-10-03,45.760902404785156
2007-10-04,45.80928421020508
2007-10-05,45.615604400634766
2007-10-08,45.748779296875
2007-10-09,45.5974006652832
2007-10-10,45.64582443237305
2007-10-11,45.688232421875
2007-10-12,45.615604400634766
2007-10-15,45.579261779785156
2007-10-16,45.67608642578125
2007-10-17,45.906150817871094
2007-10-18,45.966705322265625
2007-10-19,46.18467330932617
2007-10-22,46.15436935424805
2007-10-23,46.14227294921875
2007-10-24,46.3238525390625
2007-10-25,46.287532806396484
2007-10-26,46.22093200683594
2007-10-29,46.22701644897461
2007-10-30,46.23911666870117
2007-10-31,46.069610595703125
2007-11-01,46.33393096923828
2007-11-02,46.38861846923828
2007-11-05,46.254940032958984
2007-11-06,46.18201446533203
2007-11-07,46.24885940551758
2007-11-08,46.303550720214844
2007-11-09,46.364376068115234
2007-11-12,46.467628479003906
2007-11-13,46.32789611816406
2007-11-14,46.32789611816406
2007-11-15,46.4919319152832
2007-11-16,46.47367477416992
2007-11-19,46.60737609863281
2007-11-20,46.50407409667969
2007-11-21,46.78968048095703
2007-11-23,46.69853591918945
2007-11-26,47.063140869140625
2007-11-27,46.8139762878418
2007-11-28,46.76539611816406
2007-11-29,46.97195816040039
2007-11-30,46.97195816040039
2007-12-03,47.202003479003906
2007-12-04,47.17758560180664
2007-12-05,47.073848724365234
2007-12-06,46.829830169677734
2007-12-07,46.67733383178711
2007-12-10,46.591915130615234
2007-12-11,46.90302276611328
2007-12-12,46.81154251098633
2007-12-13,46.57358932495117
2007-12-14,46.46986770629883
